Car_Number,Arrive,Depart,Wait,Direction
5293,28523,28568,45,E
5292,28522,28568,46,W
5296,28529,28570,41,E
5295,28527,28570,43,W
5300,28535,28572,37,E
5298,28532,28572,40,W
5303,28541,28574,33,E
5301,28537,28574,37,W
5306,28547,28576,29,E
5304,28542,28576,34,W
5310,28553,28578,25,E
5307,28547,28578,31,W
5314,28559,28580,21,E
5309,28552,28580,28,W
5317,28565,28582,17,E
5313,28557,28582,25,W
5320,28571,28584,13,E
5315,28562,28584,22,W
5323,28577,28586,9,E
5318,28567,28586,19,W
5328,28583,28588,5,E
5322,28572,28588,16,W
5331,28589,28590,1,E
5324,28577,28590,13,W
5327,28582,28592,10,W
5329,28587,28594,7,W
5334,28595,28596,1,E
5332,28592,28596,4,W
5336,28597,28598,1,W
5337,28601,28602,1,E
5338,28602,28602,0,W
5341,28607,28608,1,E
5342,28607,28608,1,W
5344,28612,28612,0,W
5345,28613,28614,1,E
5347,28617,28618,1,W
5348,28619,28680,61,E
5350,28622,28680,58,W
5351,28625,28682,57,E
5352,28627,28682,55,W
5355,28631,28684,53,E
5356,28632,28684,52,W
5358,28637,28686,49,E
5359,28637,28686,49,W
5362,28643,28688,45,E
5361,28642,28688,46,W
5365,28649,28690,41,E
5364,28647,28690,43,W
5369,28655,28692,37,E
5367,28652,28692,40,W
5372,28661,28694,33,E
5370,28657,28694,37,W
5375,28667,28696,29,E
5373,28662,28696,34,W
5379,28673,28698,25,E
5376,28667,28698,31,W
5383,28679,28700,21,E
5378,28672,28700,28,W
5386,28685,28702,17,E
5382,28677,28702,25,W
5389,28691,28704,13,E
5384,28682,28704,22,W
5392,28697,28706,9,E
5387,28687,28706,19,W
5397,28703,28708,5,E
5391,28692,28708,16,W
5400,28709,28710,1,E
5393,28697,28710,13,W
5396,28702,28712,10,W
5398,28707,28714,7,W
5403,28715,28716,1,E
5401,28712,28716,4,W
5405,28717,28718,1,W
5406,28721,28722,1,E
5407,28722,28722,0,W
5410,28727,28728,1,E
5411,28727,28728,1,W
5413,28732,28732,0,W
5414,28733,28734,1,E
5416,28737,28738,1,W
5417,28739,28800,61,E
5419,28742,28800,58,W
5420,28745,28802,57,E
5421,28747,28802,55,W
5424,28751,28804,53,E
5425,28752,28804,52,W
5427,28757,28806,49,E
5428,28757,28806,49,W
5431,28763,28808,45,E
5430,28762,28808,46,W
5434,28769,28810,41,E
5433,28767,28810,43,W
5438,28775,28812,37,E
5436,28772,28812,40,W
5441,28781,28814,33,E
5439,28777,28814,37,W
5444,28787,28816,29,E
5442,28782,28816,34,W
5448,28793,28818,25,E
5445,28787,28818,31,W
5452,28799,28820,21,E
5447,28792,28820,28,W
5455,28805,28822,17,E
5451,28797,28822,25,W
5458,28811,28824,13,E
5453,28802,28824,22,W
5461,28817,28826,9,E
5456,28807,28826,19,W
5466,28823,28828,5,E
5460,28812,28828,16,W
5469,28829,28830,1,E
5462,28817,28830,13,W
5465,28822,28832,10,W
5467,28827,28834,7,W
5472,28835,28836,1,E
5470,28832,28836,4,W
5474,28837,28838,1,W
5475,28841,28842,1,E
5476,28842,28842,0,W
5478,28847,28848,1,E
5479,28847,28848,1,W
5482,28852,28852,0,W
5483,28853,28854,1,E
5484,28857,28858,1,W
5485,28859,28920,61,E
5488,28862,28920,58,W
5489,28865,28922,57,E
5490,28867,28922,55,W
5492,28871,28924,53,E
5493,28872,28924,52,W
5496,28877,28926,49,E
5497,28877,28926,49,W
5499,28883,28928,45,E
5498,28882,28928,46,W
5503,28889,28930,41,E
5502,28887,28930,43,W
5506,28895,28932,37,E
5505,28892,28932,40,W
5510,28901,28934,33,E
5507,28897,28934,37,W
5512,28907,28936,29,E
5511,28902,28936,34,W
5517,28913,28938,25,E
5513,28907,28938,31,W
5520,28919,28940,21,E
5515,28912,28940,28,W
5523,28925,28942,17,E
5519,28917,28942,25,W
5526,28931,28944,13,E
5521,28922,28944,22,W
5529,28937,28946,9,E
5525,28927,28946,19,W
5534,28943,28948,5,E
5528,28932,28948,16,W
5537,28949,28950,1,E
5530,28937,28950,13,W
5533,28942,28952,10,W
5535,28947,28954,7,W
5540,28955,28956,1,E
5539,28952,28956,4,W
5542,28957,28958,1,W
5543,28961,28962,1,E
5544,28962,28962,0,W
5547,28967,28968,1,E
5548,28967,28968,1,W
5550,28972,28972,0,W
5551,28973,28974,1,E
5552,28977,28978,1,W
5554,28979,29040,61,E
5556,28982,29040,58,W
5557,28985,29042,57,E
5558,28987,29042,55,W
5561,28991,29044,53,E
5562,28992,29044,52,W
5564,28997,29046,49,E
5565,28997,29046,49,W
5567,29003,29048,45,E
5566,29002,29048,46,W
5571,29009,29050,41,E
5570,29007,29050,43,W
5574,29015,29052,37,E
5573,29012,29052,40,W
5578,29021,29054,33,E
5576,29017,29054,37,W
5580,29027,29056,29,E
5579,29022,29056,34,W
5585,29033,29058,25,E
5581,29027,29058,31,W
5588,29039,29060,21,E
5584,29032,29060,28,W
5592,29045,29062,17,E
5587,29037,29062,25,W
5594,29051,29064,13,E
5589,29042,29064,22,W
5598,29057,29066,9,E
5593,29047,29066,19,W
5602,29063,29068,5,E
5596,29052,29068,16,W
5606,29069,29070,1,E
5599,29057,29070,13,W
5601,29062,29072,10,W
5603,29067,29074,7,W
5608,29075,29076,1,E
5607,29072,29076,4,W
5610,29077,29078,1,W
5611,29081,29082,1,E
5613,29082,29082,0,W
5615,29087,29088,1,E
5616,29087,29088,1,W
5618,29092,29092,0,W
5619,29093,29094,1,E
5621,29097,29098,1,W
5622,29099,29160,61,E
5624,29102,29160,58,W
5625,29105,29162,57,E
5626,29107,29162,55,W
5629,29111,29164,53,E
5630,29112,29164,52,W
5632,29117,29166,49,E
5633,29117,29166,49,W
5636,29123,29168,45,E
5635,29122,29168,46,W
5639,29129,29170,41,E
5638,29127,29170,43,W
5643,29135,29172,37,E
5641,29132,29172,40,W
5646,29141,29174,33,E
5644,29137,29174,37,W
5649,29147,29176,29,E
5647,29142,29176,34,W
5653,29153,29178,25,E
5650,29147,29178,31,W
5656,29159,29180,21,E
5652,29152,29180,28,W
5660,29165,29182,17,E
5655,29157,29182,25,W
5662,29171,29184,13,E
5658,29162,29184,22,W
5666,29177,29186,9,E
5661,29167,29186,19,W
5670,29183,29188,5,E
5664,29172,29188,16,W
5674,29189,29190,1,E
5667,29177,29190,13,W
5669,29182,29192,10,W
5672,29187,29194,7,W
5676,29195,29196,1,E
5675,29192,29196,4,W
5678,29197,29198,1,W
5680,29201,29202,1,E
5681,29202,29202,0,W
5683,29207,29208,1,E
5684,29207,29208,1,W
5687,29212,29212,0,W
5688,29213,29214,1,E
5689,29217,29218,1,W
5690,29219,29280,61,E
5692,29222,29280,58,W
5694,29225,29282,57,E
5695,29227,29282,55,W
5697,29231,29284,53,E
5698,29232,29284,52,W
5700,29237,29286,49,E
5701,29237,29286,49,W
5704,29243,29288,45,E
5703,29242,29288,46,W
5707,29249,29290,41,E
5706,29247,29290,43,W
5711,29255,29292,37,E
5710,29252,29292,40,W
5714,29261,29294,33,E
5712,29257,29294,37,W
5717,29267,29296,29,E
5715,29262,29296,34,W
5721,29273,29298,25,E
5718,29267,29298,31,W
5725,29279,29300,21,E
5720,29272,29300,28,W
5728,29285,29302,17,E
5724,29277,29302,25,W
5731,29291,29304,13,E
5726,29282,29304,22,W
5734,29297,29306,9,E
5729,29287,29306,19,W
5739,29303,29308,5,E
5733,29292,29308,16,W
5742,29309,29310,1,E
5735,29297,29310,13,W
5737,29302,29312,10,W
5740,29307,29314,7,W
5744,29315,29316,1,E
5743,29312,29316,4,W
5747,29317,29318,1,W
5748,29321,29322,1,E
5749,29322,29322,0,W
5751,29327,29328,1,E
5752,29327,29328,1,W
5755,29332,29332,0,W
5756,29333,29334,1,E
5757,29337,29338,1,W
5758,29339,29400,61,E
5761,29342,29400,58,W
5762,29345,29402,57,E
5763,29347,29402,55,W
5765,29351,29404,53,E
5766,29352,29404,52,W
5769,29357,29406,49,E
5770,29357,29406,49,W
5772,29363,29408,45,E
5771,29362,29408,46,W
5776,29369,29410,41,E
5774,29367,29410,43,W
5779,29375,29412,37,E
5778,29372,29412,40,W
5783,29381,29414,33,E
5780,29377,29414,37,W
5785,29387,29416,29,E
5784,29382,29416,34,W
5789,29393,29418,25,E
5786,29387,29418,31,W
5793,29399,29420,21,E
5788,29392,29420,28,W
5796,29405,29422,17,E
5792,29397,29422,25,W
5799,29411,29424,13,E
5794,29402,29424,22,W
5802,29417,29426,9,E
5798,29407,29426,19,W
5807,29423,29428,5,E
5801,29412,29428,16,W
5810,29429,29430,1,E
5803,29417,29430,13,W
5806,29422,29432,10,W
5808,29427,29434,7,W
5813,29435,29436,1,E
5811,29432,29436,4,W
5815,29437,29438,1,W
5816,29441,29442,1,E
5817,29442,29442,0,W
5820,29447,29448,1,E
5821,29447,29448,1,W
5823,29452,29452,0,W
5824,29453,29454,1,E
5825,29457,29458,1,W
5827,29459,29520,61,E
5829,29462,29520,58,W
5830,29465,29522,57,E
5831,29467,29522,55,W
5833,29471,29524,53,E
5835,29472,29524,52,W
5837,29477,29526,49,E
5838,29477,29526,49,W
5840,29483,29528,45,E
5839,29482,29528,46,W
5844,29489,29530,41,E
5843,29487,29530,43,W
5847,29495,29532,37,E
5846,29492,29532,40,W
5851,29501,29534,33,E
5848,29497,29534,37,W
5853,29507,29536,29,E
5852,29502,29536,34,W
5858,29513,29538,25,E
5854,29507,29538,31,W
5861,29519,29540,21,E
5857,29512,29540,28,W
5865,29525,29542,17,E
5860,29517,29542,25,W
5867,29531,29544,13,E
5862,29522,29544,22,W
5871,29537,29546,9,E
5866,29527,29546,19,W
5875,29543,29548,5,E
5869,29532,29548,16,W
5878,29549,29550,1,E
5872,29537,29550,13,W
5874,29542,29552,10,W
5876,29547,29554,7,W
5881,29555,29556,1,E
5880,29552,29556,4,W
5883,29557,29558,1,W
5884,29561,29562,1,E
5885,29562,29562,0,W
5888,29567,29568,1,E
5889,29567,29568,1,W
5891,29572,29572,0,W
5892,29573,29574,1,E
5894,29577,29578,1,W
5895,29579,29640,61,E
5897,29582,29640,58,W
5898,29585,29642,57,E
5899,29587,29642,55,W
5902,29591,29644,53,E
5903,29592,29644,52,W
5905,29597,29646,49,E
5906,29597,29646,49,W
5909,29603,29648,45,E
5908,29602,29648,46,W
5912,29609,29650,41,E
5911,29607,29650,43,W
5916,29615,29652,37,E
5914,29612,29652,40,W
5919,29621,29654,33,E
5917,29617,29654,37,W
5921,29627,29656,29,E
5920,29622,29656,34,W
5926,29633,29658,25,E
5922,29627,29658,31,W
5929,29639,29660,21,E
5925,29632,29660,28,W
5933,29645,29662,17,E
5928,29637,29662,25,W
5935,29651,29664,13,E
5931,29642,29664,22,W
5939,29657,29666,9,E
5934,29647,29666,19,W
5943,29663,29668,5,E
5937,29652,29668,16,W
5947,29669,29670,1,E
5940,29657,29670,13,W
5942,29662,29672,10,W
5945,29667,29674,7,W
5949,29675,29676,1,E
5948,29672,29676,4,W
5951,29677,29678,1,W
5953,29681,29682,1,E
5954,29682,29682,0,W
5956,29687,29688,1,E
5957,29687,29688,1,W
5959,29692,29692,0,W
5961,29693,29694,1,E
5962,29697,29698,1,W
5963,29699,29760,61,E
5965,29702,29760,58,W
5966,29705,29762,57,E
5968,29707,29762,55,W
5970,29711,29764,53,E
5971,29712,29764,52,W
5973,29717,29766,49,E
5974,29717,29766,49,W
5977,29723,29768,45,E
5976,29722,29768,46,W
5980,29729,29770,41,E
5979,29727,29770,43,W
5984,29735,29772,37,E
5983,29732,29772,40,W
5987,29741,29774,33,E
5985,29737,29774,37,W
5990,29747,29776,29,E
5988,29742,29776,34,W
5994,29753,29778,25,E
5991,29747,29778,31,W
5998,29759,29780,21,E
5993,29752,29780,28,W
6001,29765,29782,17,E
5996,29757,29782,25,W
6004,29771,29784,13,E
5999,29762,29784,22,W
6007,29777,29786,9,E
6002,29767,29786,19,W
6011,29783,29788,5,E
6006,29772,29788,16,W
6015,29789,29790,1,E
6008,29777,29790,13,W
6010,29782,29792,10,W
6013,29787,29794,7,W
6017,29795,29796,1,E
6016,29792,29796,4,W
6020,29797,29798,1,W
6021,29801,29802,1,E
6022,29802,29802,0,W
6024,29807,29808,1,E
6025,29807,29808,1,W
6028,29812,29812,0,W
6029,29813,29814,1,E
6030,29817,29818,1,W
6031,29819,29880,61,E
6033,29822,29880,58,W
6035,29825,29882,57,E
6036,29827,29882,55,W
6038,29831,29884,53,E
6039,29832,29884,52,W
6042,29837,29886,49,E
6043,29837,29886,49,W
6045,29843,29888,45,E
6044,29842,29888,46,W
6049,29849,29890,41,E
6047,29847,29890,43,W
6052,29855,29892,37,E
6051,29852,29892,40,W
6055,29861,29894,33,E
6053,29857,29894,37,W
6058,29867,29896,29,E
6057,29862,29896,34,W
6062,29873,29898,25,E
6059,29867,29898,31,W
6066,29879,29900,21,E
6061,29872,29900,28,W
6069,29885,29902,17,E
6065,29877,29902,25,W
6072,29891,29904,13,E
6067,29882,29904,22,W
6075,29897,29906,9,E
6070,29887,29906,19,W
6080,29903,29908,5,E
6074,29892,29908,16,W
6083,29909,29910,1,E
6076,29897,29910,13,W
6079,29902,29912,10,W
6081,29907,29914,7,W
6086,29915,29916,1,E
6084,29912,29916,4,W
6088,29917,29918,1,W
6089,29921,29922,1,E
6090,29922,29922,0,W
6093,29927,29928,1,E
6094,29927,29928,1,W
6096,29932,29932,0,W
6097,29933,29934,1,E
6098,29937,29938,1,W
6099,29939,30000,61,E
6102,29942,30000,58,W
6103,29945,30002,57,E
6104,29947,30002,55,W
6106,29951,30004,53,E
6107,29952,30004,52,W
6110,29957,30006,49,E
6111,29957,30006,49,W
6113,29963,30008,45,E
6112,29962,30008,46,W
6117,29969,30010,41,E
6116,29967,30010,43,W
6120,29975,30012,37,E
6119,29972,30012,40,W
6124,29981,30014,33,E
6121,29977,30014,37,W
6126,29987,30016,29,E
6125,29982,30016,34,W
6131,29993,30018,25,E
6127,29987,30018,31,W
6134,29999,30020,21,E
6130,29992,30020,28,W
6138,30005,30022,17,E
6133,29997,30022,25,W
6140,30011,30024,13,E
6135,30002,30024,22,W
6143,30017,30026,9,E
6139,30007,30026,19,W
6148,30023,30028,5,E
6142,30012,30028,16,W
6151,30029,30030,1,E
6144,30017,30030,13,W
6147,30022,30032,10,W
6149,30027,30034,7,W
6154,30035,30036,1,E
6153,30032,30036,4,W
6156,30037,30038,1,W
6157,30041,30042,1,E
6158,30042,30042,0,W
6161,30047,30048,1,E
6162,30047,30048,1,W
6164,30052,30052,0,W
6165,30053,30054,1,E
6167,30057,30058,1,W
6168,30059,30120,61,E
6170,30062,30120,58,W
6171,30065,30122,57,E
6172,30067,30122,55,W
6175,30071,30124,53,E
6176,30072,30124,52,W
6178,30077,30126,49,E
6179,30077,30126,49,W
6182,30083,30128,45,E
6180,30082,30128,46,W
6185,30089,30130,41,E
6184,30087,30130,43,W
6188,30095,30132,37,E
6187,30092,30132,40,W
6192,30101,30134,33,E
6190,30097,30134,37,W
6194,30107,30136,29,E
6193,30102,30136,34,W
6199,30113,30138,25,E
6195,30107,30138,31,W
6202,30119,30140,21,E
6198,30112,30140,28,W
6206,30125,30142,17,E
6201,30117,30142,25,W
6208,30131,30144,13,E
6204,30122,30144,22,W
6212,30137,30146,9,E
6207,30127,30146,19,W
6216,30143,30148,5,E
6210,30132,30148,16,W
6220,30149,30150,1,E
6213,30137,30150,13,W
6215,30142,30152,10,W
6217,30147,30154,7,W
6222,30155,30156,1,E
6221,30152,30156,4,W
6224,30157,30158,1,W
6226,30161,30162,1,E
6227,30162,30162,0,W
6229,30167,30168,1,E
6230,30167,30168,1,W
6232,30172,30172,0,W
6233,30173,30174,1,E
6235,30177,30178,1,W
6236,30179,30240,61,E
6238,30182,30240,58,W
6239,30185,30242,57,E
6241,30187,30242,55,W
6243,30191,30244,53,E
6244,30192,30244,52,W
6246,30197,30246,49,E
6247,30197,30246,49,W
6250,30203,30248,45,E
6249,30202,30248,46,W
6253,30209,30250,41,E
6252,30207,30250,43,W
6257,30215,30252,37,E
6255,30212,30252,40,W
6260,30221,30254,33,E
6258,30217,30254,37,W
6263,30227,30256,29,E
6261,30222,30256,34,W
6267,30233,30258,25,E
6264,30227,30258,31,W
6271,30239,30260,21,E
6266,30232,30260,28,W
6274,30245,30262,17,E
6269,30237,30262,25,W
6276,30251,30264,13,E
6272,30242,30264,22,W
6280,30257,30266,9,E
6275,30247,30266,19,W
6284,30263,30268,5,E
6279,30252,30268,16,W
6288,30269,30270,1,E
6281,30257,30270,13,W
6283,30262,30272,10,W
6286,30267,30274,7,W
6290,30275,30276,1,E
6289,30272,30276,4,W
6292,30277,30278,1,W
6294,30281,30282,1,E
6295,30282,30282,0,W
6297,30287,30288,1,E
6298,30287,30288,1,W
6301,30292,30292,0,W
6302,30293,30294,1,E
6303,30297,30298,1,W
6304,30299,30360,61,E
6306,30302,30360,58,W
6308,30305,30362,57,E
6309,30307,30362,55,W
6311,30311,30364,53,E
6312,30312,30364,52,W
6315,30317,30366,49,E
6316,30317,30366,49,W
6318,30323,30368,45,E
6317,30322,30368,46,W
6321,30329,30370,41,E
6320,30327,30370,43,W
6325,30335,30372,37,E
6324,30332,30372,40,W
6328,30341,30374,33,E
6326,30337,30374,37,W
6331,30347,30376,29,E
6329,30342,30376,34,W
6335,30353,30378,25,E
6332,30347,30378,31,W
6339,30359,30380,21,E
6334,30352,30380,28,W
6342,30365,30382,17,E
6338,30357,30382,25,W
6345,30371,30384,13,E
6340,30362,30384,22,W
6348,30377,30386,9,E
6343,30367,30386,19,W
6353,30383,30388,5,E
6347,30372,30388,16,W
6356,30389,30390,1,E
6349,30377,30390,13,W
6352,30382,30392,10,W
6354,30387,30394,7,W
6359,30395,30396,1,E
6357,30392,30396,4,W
6361,30397,30398,1,W
6362,30401,30402,1,E
6363,30402,30402,0,W
6365,30407,30408,1,E
6366,30407,30408,1,W
6369,30412,30412,0,W
6370,30413,30414,1,E
6371,30417,30418,1,W
6372,30419,30480,61,E
6375,30422,30480,58,W
6376,30425,30482,57,E
6377,30427,30482,55,W
6379,30431,30484,53,E
6380,30432,30484,52,W
6383,30437,30486,49,E
6384,30437,30486,49,W
6386,30443,30488,45,E
6385,30442,30488,46,W
6390,30449,30490,41,E
6389,30447,30490,43,W
6393,30455,30492,37,E
6392,30452,30492,40,W
6397,30461,30494,33,E
6394,30457,30494,37,W
6399,30467,30496,29,E
6398,30462,30496,34,W
6404,30473,30498,25,E
6400,30467,30498,31,W
6407,30479,30500,21,E
6402,30472,30500,28,W
6410,30485,30502,17,E
6406,30477,30502,25,W
6413,30491,30504,13,E
6408,30482,30504,22,W
6416,30497,30506,9,E
6412,30487,30506,19,W
6421,30503,30508,5,E
6415,30492,30508,16,W
6424,30509,30510,1,E
6417,30497,30510,13,W
6420,30502,30512,10,W
6422,30507,30514,7,W
6427,30515,30516,1,E
6426,30512,30516,4,W
6429,30517,30518,1,W
6430,30521,30522,1,E
6431,30522,30522,0,W
6434,30527,30528,1,E
6435,30527,30528,1,W
6437,30532,30532,0,W
6438,30533,30534,1,E
6439,30537,30538,1,W
6441,30539,30600,61,E
6443,30542,30600,58,W
6444,30545,30602,57,E
6445,30547,30602,55,W
6448,30551,30604,53,E
6449,30552,30604,52,W
6451,30557,30606,49,E
6452,30557,30606,49,W
6454,30563,30608,45,E
6453,30562,30608,46,W
6458,30569,30610,41,E
6457,30567,30610,43,W
6461,30575,30612,37,E
6460,30572,30612,40,W
6465,30581,30614,33,E
6463,30577,30614,37,W
6467,30587,30616,29,E
6466,30582,30616,34,W
6472,30593,30618,25,E
6468,30587,30618,31,W
6475,30599,30620,21,E
6471,30592,30620,28,W
6479,30605,30622,17,E
6474,30597,30622,25,W
6481,30611,30624,13,E
6476,30602,30624,22,W
6485,30617,30626,9,E
6480,30607,30626,19,W
6489,30623,30628,5,E
6483,30612,30628,16,W
6493,30629,30630,1,E
6486,30617,30630,13,W
6488,30622,30632,10,W
6490,30627,30634,7,W
6495,30635,30636,1,E
6494,30632,30636,4,W
6497,30637,30638,1,W
6498,30641,30642,1,E
6500,30642,30642,0,W
6502,30647,30648,1,E
6503,30647,30648,1,W
6505,30652,30652,0,W
6506,30653,30654,1,E
6508,30657,30658,1,W
6509,30659,30720,61,E
6511,30662,30720,58,W
6512,30665,30722,57,E
6513,30667,30722,55,W
6516,30671,30724,53,E
6517,30672,30724,52,W
6519,30677,30726,49,E
6520,30677,30726,49,W
6523,30683,30728,45,E
6522,30682,30728,46,W
6526,30689,30730,41,E
6525,30687,30730,43,W
6530,30695,30732,37,E
6528,30692,30732,40,W
6533,30701,30734,33,E
6531,30697,30734,37,W
6536,30707,30736,29,E
6534,30702,30736,34,W
6540,30713,30738,25,E
6537,30707,30738,31,W
6543,30719,30740,21,E
6539,30712,30740,28,W
6547,30725,30742,17,E
6542,30717,30742,25,W
6549,30731,30744,13,E
6545,30722,30744,22,W
6553,30737,30746,9,E
6548,30727,30746,19,W
6557,30743,30748,5,E
6551,30732,30748,16,W
6561,30749,30750,1,E
6554,30737,30750,13,W
6556,30742,30752,10,W
6559,30747,30754,7,W
6563,30755,30756,1,E
6562,30752,30756,4,W
6565,30757,30758,1,W
6567,30761,30762,1,E
6568,30762,30762,0,W
6570,30767,30768,1,E
6571,30767,30768,1,W
6574,30772,30772,0,W
6575,30773,30774,1,E
6576,30777,30778,1,W
6577,30779,30840,61,E
6579,30782,30840,58,W
6581,30785,30842,57,E
6582,30787,30842,55,W
6584,30791,30844,53,E
6585,30792,30844,52,W
6587,30797,30846,49,E
6588,30797,30846,49,W
6591,30803,30848,45,E
6590,30802,30848,46,W
6594,30809,30850,41,E
6593,30807,30850,43,W
6598,30815,30852,37,E
6597,30812,30852,40,W
6601,30821,30854,33,E
6599,30817,30854,37,W
6604,30827,30856,29,E
6602,30822,30856,34,W
6608,30833,30858,25,E
6605,30827,30858,31,W
6612,30839,30860,21,E
6607,30832,30860,28,W
6615,30845,30862,17,E
6611,30837,30862,25,W
6618,30851,30864,13,E
6613,30842,30864,22,W
6621,30857,30866,9,E
6616,30847,30866,19,W
6626,30863,30868,5,E
6620,30852,30868,16,W
6629,30869,30870,1,E
6622,30857,30870,13,W
6624,30862,30872,10,W
6627,30867,30874,7,W
6631,30875,30876,1,E
6630,30872,30876,4,W
6634,30877,30878,1,W
6635,30881,30882,1,E
6636,30882,30882,0,W
6638,30887,30888,1,E
6639,30887,30888,1,W
6642,30892,30892,0,W
6643,30893,30894,1,E
6644,30897,30898,1,W
6645,30899,30960,61,E
6648,30902,30960,58,W
6649,30905,30962,57,E
6650,30907,30962,55,W
6652,30911,30964,53,E
6653,30912,30964,52,W
6656,30917,30966,49,E
6657,30917,30966,49,W
6659,30923,30968,45,E
6658,30922,30968,46,W
6663,30929,30970,41,E
6661,30927,30970,43,W
6666,30935,30972,37,E
6665,30932,30972,40,W
6670,30941,30974,33,E
6667,30937,30974,37,W
6672,30947,30976,29,E
6671,30942,30976,34,W
6676,30953,30978,25,E
6673,30947,30978,31,W
6680,30959,30980,21,E
6675,30952,30980,28,W
6683,30965,30982,17,E
6679,30957,30982,25,W
6686,30971,30984,13,E
6681,30962,30984,22,W
6689,30977,30986,9,E
6685,30967,30986,19,W
6694,30983,30988,5,E
6688,30972,30988,16,W
6697,30989,30990,1,E
6690,30977,30990,13,W
6693,30982,30992,10,W
6695,30987,30994,7,W
6700,30995,30996,1,E
6698,30992,30996,4,W
6702,30997,30998,1,W
6703,31001,31002,1,E
6704,31002,31002,0,W
6707,31007,31008,1,E
6708,31007,31008,1,W
6710,31012,31012,0,W
6711,31013,31014,1,E
6712,31017,31018,1,W
6714,31019,31080,61,E
6716,31022,31080,58,W
6717,31025,31082,57,E
6718,31027,31082,55,W
6720,31031,31084,53,E
6722,31032,31084,52,W
6724,31037,31086,49,E
6725,31037,31086,49,W
6727,31043,31088,45,E
6726,31042,31088,46,W
6731,31049,31090,41,E
6730,31047,31090,43,W
6734,31055,31092,37,E
6733,31052,31092,40,W
6738,31061,31094,33,E
6735,31057,31094,37,W
6740,31067,31096,29,E
6739,31062,31096,34,W
6745,31073,31098,25,E
6741,31067,31098,31,W
6748,31079,31100,21,E
6744,31072,31100,28,W
6752,31085,31102,17,E
6747,31077,31102,25,W
6754,31091,31104,13,E
6749,31082,31104,22,W
6758,31097,31106,9,E
6753,31087,31106,19,W
6762,31103,31108,5,E
6756,31092,31108,16,W
6765,31109,31110,1,E
6759,31097,31110,13,W
6761,31102,31112,10,W
6763,31107,31114,7,W
6768,31115,31116,1,E
6767,31112,31116,4,W
6770,31117,31118,1,W
6771,31121,31122,1,E
6772,31122,31122,0,W
6775,31127,31128,1,E
6776,31127,31128,1,W
6778,31132,31132,0,W
6779,31133,31134,1,E
6781,31137,31138,1,W
6782,31139,31200,61,E
6784,31142,31200,58,W
6785,31145,31202,57,E
6786,31147,31202,55,W
6789,31151,31204,53,E
6790,31152,31204,52,W
6792,31157,31206,49,E
6793,31157,31206,49,W
6796,31163,31208,45,E
6795,31162,31208,46,W
6799,31169,31210,41,E
6798,31167,31210,43,W
6803,31175,31212,37,E
6801,31172,31212,40,W
6806,31181,31214,33,E
6804,31177,31214,37,W
6808,31187,31216,29,E
6807,31182,31216,34,W
6813,31193,31218,25,E
6809,31187,31218,31,W
6816,31199,31220,21,E
6812,31192,31220,28,W
6820,31205,31222,17,E
6815,31197,31222,25,W
6822,31211,31224,13,E
6818,31202,31224,22,W
6826,31217,31226,9,E
6821,31207,31226,19,W
6830,31223,31228,5,E
6824,31212,31228,16,W
6834,31229,31230,1,E
6827,31217,31230,13,W
6829,31222,31232,10,W
6832,31227,31234,7,W
6836,31235,31236,1,E
6835,31232,31236,4,W
6838,31237,31238,1,W
6840,31241,31242,1,E
6841,31242,31242,0,W
6843,31247,31248,1,E
6844,31247,31248,1,W
6846,31252,31252,0,W
6848,31253,31254,1,E
6849,31257,31258,1,W
6850,31259,31320,61,E
6852,31262,31320,58,W
6853,31265,31322,57,E
6855,31267,31322,55,W
6857,31271,31324,53,E
6858,31272,31324,52,W
6860,31277,31326,49,E
6861,31277,31326,49,W
6864,31283,31328,45,E
6863,31282,31328,46,W
6867,31289,31330,41,E
6866,31287,31330,43,W
6871,31295,31332,37,E
6870,31292,31332,40,W
6874,31301,31334,33,E
6872,31297,31334,37,W
6877,31307,31336,29,E
6875,31302,31336,34,W
6881,31313,31338,25,E
6878,31307,31338,31,W
6885,31319,31340,21,E
6880,31312,31340,28,W
6888,31325,31342,17,E
6883,31317,31342,25,W
6891,31331,31344,13,E
6886,31322,31344,22,W
6894,31337,31346,9,E
6889,31327,31346,19,W
6898,31343,31348,5,E
6893,31332,31348,16,W
6902,31349,31350,1,E
6895,31337,31350,13,W
6897,31342,31352,10,W
6900,31347,31354,7,W
6904,31355,31356,1,E
6903,31352,31356,4,W
6907,31357,31358,1,W
6908,31361,31362,1,E
6909,31362,31362,0,W
6911,31367,31368,1,E
6912,31367,31368,1,W
6915,31372,31372,0,W
6916,31373,31374,1,E
6917,31377,31378,1,W
6918,31379,31440,61,E
6920,31382,31440,58,W
6922,31385,31442,57,E
6923,31387,31442,55,W
6925,31391,31444,53,E
6926,31392,31444,52,W
6929,31397,31446,49,E
6930,31397,31446,49,W
6932,31403,31448,45,E
6931,31402,31448,46,W
6936,31409,31450,41,E
6934,31407,31450,43,W
6939,31415,31452,37,E
6938,31412,31452,40,W
6942,31421,31454,33,E
6940,31417,31454,37,W
6945,31427,31456,29,E
6944,31422,31456,34,W
6949,31433,31458,25,E
6946,31427,31458,31,W
6953,31439,31460,21,E
6948,31432,31460,28,W
6956,31445,31462,17,E
6952,31437,31462,25,W
6959,31451,31464,13,E
6954,31442,31464,22,W
6962,31457,31466,9,E
