Car_Number,Arrive,Depart,Wait,Direction
19491,55866,55922,56,W
19493,55869,55924,55,E
19494,55870,55924,54,W
19496,55874,55926,52,E
19497,55874,55926,52,W
19500,55879,55928,49,E
19498,55878,55928,50,W
19503,55884,55930,46,E
19502,55882,55930,48,W
19506,55889,55932,43,E
19504,55886,55932,46,W
19510,55894,55934,40,E
19508,55890,55934,44,W
19513,55899,55936,37,E
19511,55894,55936,42,W
19517,55904,55938,34,E
19512,55898,55938,40,W
19520,55909,55940,31,E
19516,55902,55940,38,W
19523,55914,55942,28,E
19518,55906,55942,36,W
19527,55919,55944,25,E
19521,55910,55944,34,W
19531,55924,55946,22,E
19524,55914,55946,32,W
19534,55929,55948,19,E
19526,55918,55948,30,W
19537,55934,55950,16,E
19529,55922,55950,28,W
19541,55939,55952,13,E
19532,55926,55952,26,W
19544,55944,55954,10,E
19535,55930,55954,24,W
19547,55949,55956,7,E
19538,55934,55956,22,W
19550,55954,55958,4,E
19540,55938,55958,20,W
19555,55959,55960,1,E
19542,55942,55960,18,W
19546,55946,55962,16,W
19558,55964,55964,0,E
19549,55950,55964,14,W
19551,55954,55966,12,W
19554,55958,55968,10,W
19561,55969,55970,1,E
19556,55962,55970,8,W
19559,55966,55972,6,W
19564,55974,55974,0,E
19562,55970,55974,4,W
19565,55974,55976,2,W
19568,55978,55978,0,W
19569,55979,56040,61,E
19570,55982,56040,58,W
19571,55984,56042,58,E
19573,55986,56042,56,W
19575,55989,56044,55,E
19576,55990,56044,54,W
19578,55994,56046,52,E
19579,55994,56046,52,W
19582,55999,56048,49,E
19580,55998,56048,50,W
19585,56004,56050,46,E
19584,56002,56050,48,W
19588,56009,56052,43,E
19587,56006,56052,46,W
19592,56014,56054,40,E
19589,56010,56054,44,W
19595,56019,56056,37,E
19593,56014,56056,42,W
19599,56024,56058,34,E
19594,56018,56058,40,W
19602,56029,56060,31,E
19598,56022,56060,38,W
19606,56034,56062,28,E
19600,56026,56062,36,W
19609,56039,56064,25,E
19603,56030,56064,34,W
19613,56044,56066,22,E
19607,56034,56066,32,W
19616,56049,56068,19,E
19608,56038,56068,30,W
19618,56054,56070,16,E
19611,56042,56070,28,W
19623,56059,56072,13,E
19614,56046,56072,26,W
19626,56064,56074,10,E
19617,56050,56074,24,W
19630,56069,56076,7,E
19619,56054,56076,22,W
19632,56074,56078,4,E
19622,56058,56078,20,W
19637,56079,56080,1,E
19625,56062,56080,18,W
19628,56066,56082,16,W
19640,56084,56084,0,E
19631,56070,56084,14,W
19633,56074,56086,12,W
19636,56078,56088,10,W
19643,56089,56090,1,E
19638,56082,56090,8,W
19641,56086,56092,6,W
19646,56094,56094,0,E
19645,56090,56094,4,W
19647,56094,56096,2,W
19649,56098,56098,0,W
19651,56099,56160,61,E
19652,56102,56160,58,W
19654,56104,56162,58,E
19655,56106,56162,56,W
19656,56109,56164,55,E
19658,56110,56164,54,W
19660,56114,56166,52,E
19661,56114,56166,52,W
19664,56119,56168,49,E
19663,56118,56168,50,W
19667,56124,56170,46,E
19666,56122,56170,48,W
19670,56129,56172,43,E
19669,56126,56172,46,W
19674,56134,56174,40,E
19671,56130,56174,44,W
19678,56139,56176,37,E
19675,56134,56176,42,W
19681,56144,56178,34,E
19676,56138,56178,40,W
19684,56149,56180,31,E
19679,56142,56180,38,W
19688,56154,56182,28,E
19683,56146,56182,36,W
19691,56159,56184,25,E
19685,56150,56184,34,W
19694,56164,56186,22,E
19689,56154,56186,32,W
19698,56169,56188,19,E
19690,56158,56188,30,W
19701,56174,56190,16,E
19693,56162,56190,28,W
19705,56179,56192,13,E
19696,56166,56192,26,W
19708,56184,56194,10,E
19699,56170,56194,24,W
19712,56189,56196,7,E
19702,56174,56196,22,W
19714,56194,56198,4,E
19704,56178,56198,20,W
19719,56199,56200,1,E
19707,56182,56200,18,W
19709,56186,56202,16,W
19722,56204,56204,0,E
19713,56190,56204,14,W
19715,56194,56206,12,W
19718,56198,56208,10,W
19726,56209,56210,1,E
19721,56202,56210,8,W
19723,56206,56212,6,W
19728,56214,56214,0,E
19727,56210,56214,4,W
19729,56214,56216,2,W
19731,56218,56218,0,W
19732,56219,56280,61,E
19734,56222,56280,58,W
19736,56224,56282,58,E
19737,56226,56282,56,W
19738,56229,56284,55,E
19740,56230,56284,54,W
19742,56234,56286,52,E
19743,56234,56286,52,W
19746,56239,56288,49,E
19745,56238,56288,50,W
19750,56244,56290,46,E
19748,56242,56290,48,W
19752,56249,56292,43,E
19751,56246,56292,46,W
19756,56254,56294,40,E
19753,56250,56294,44,W
19760,56259,56296,37,E
19757,56254,56296,42,W
19763,56264,56298,34,E
19759,56258,56298,40,W
19766,56269,56300,31,E
19761,56262,56300,38,W
19769,56274,56302,28,E
19765,56266,56302,36,W
19774,56279,56304,25,E
19767,56270,56304,34,W
19776,56284,56306,22,E
19770,56274,56306,32,W
19780,56289,56308,19,E
19772,56278,56308,30,W
19783,56294,56310,16,E
19775,56282,56310,28,W
19787,56299,56312,13,E
19779,56286,56312,26,W
19790,56304,56314,10,E
19781,56290,56314,24,W
19794,56309,56316,7,E
19784,56294,56316,22,W
19797,56314,56318,4,E
19786,56298,56318,20,W
19801,56319,56320,1,E
19789,56302,56320,18,W
19791,56306,56322,16,W
19804,56324,56324,0,E
19795,56310,56324,14,W
19798,56314,56326,12,W
19799,56318,56328,10,W
19807,56329,56330,1,E
19803,56322,56330,8,W
19805,56326,56332,6,W
19810,56334,56334,0,E
19809,56330,56334,4,W
19811,56334,56336,2,W
19813,56338,56338,0,W
19814,56339,56400,61,E
19817,56342,56400,58,W
19818,56344,56402,58,E
19819,56346,56402,56,W
19821,56349,56404,55,E
19822,56350,56404,54,W
19824,56354,56406,52,E
19825,56354,56406,52,W
19828,56359,56408,49,E
19827,56358,56408,50,W
19832,56364,56410,46,E
19829,56362,56410,48,W
19834,56369,56412,43,E
19833,56366,56412,46,W
19838,56374,56414,40,E
19836,56370,56414,44,W
19842,56379,56416,37,E
19839,56374,56416,42,W
19845,56384,56418,34,E
19841,56378,56418,40,W
19848,56389,56420,31,E
19843,56382,56420,38,W
19851,56394,56422,28,E
19847,56386,56422,36,W
19856,56399,56424,25,E
19849,56390,56424,34,W
19858,56404,56426,22,E
19852,56394,56426,32,W
19862,56409,56428,19,E
19855,56398,56428,30,W
19865,56414,56430,16,E
19857,56402,56430,28,W
19870,56419,56432,13,E
19860,56406,56432,26,W
19872,56424,56434,10,E
19863,56410,56434,24,W
19876,56429,56436,7,E
19866,56414,56436,22,W
19879,56434,56438,4,E
19868,56418,56438,20,W
19882,56439,56440,1,E
19871,56422,56440,18,W
19874,56426,56442,16,W
19886,56444,56444,0,E
19877,56430,56444,14,W
19880,56434,56446,12,W
19881,56438,56448,10,W
19889,56449,56450,1,E
19885,56442,56450,8,W
19887,56446,56452,6,W
19893,56454,56454,0,E
19890,56450,56454,4,W
19894,56454,56456,2,W
19895,56458,56458,0,W
19896,56459,56520,61,E
19899,56462,56520,58,W
19900,56464,56522,58,E
19901,56466,56522,56,W
19903,56469,56524,55,E
19904,56470,56524,54,W
19906,56474,56526,52,E
19907,56474,56526,52,W
19910,56479,56528,49,E
19909,56478,56528,50,W
19914,56484,56530,46,E
19912,56482,56530,48,W
19917,56489,56532,43,E
19915,56486,56532,46,W
19919,56494,56534,40,E
19918,56490,56534,44,W
19924,56499,56536,37,E
19920,56494,56536,42,W
19927,56504,56538,34,E
19923,56498,56538,40,W
19930,56509,56540,31,E
19925,56502,56540,38,W
19933,56514,56542,28,E
19929,56506,56542,36,W
19938,56519,56544,25,E
19932,56510,56544,34,W
19941,56524,56546,22,E
19934,56514,56546,32,W
19944,56529,56548,19,E
19937,56518,56548,30,W
19947,56534,56550,16,E
19939,56522,56550,28,W
19952,56539,56552,13,E
19942,56526,56552,26,W
19954,56544,56554,10,E
19945,56530,56554,24,W
19957,56549,56556,7,E
19948,56534,56556,22,W
19961,56554,56558,4,E
19950,56538,56558,20,W
19965,56559,56560,1,E
19953,56542,56560,18,W
19956,56546,56562,16,W
19968,56564,56564,0,E
19959,56550,56564,14,W
19962,56554,56566,12,W
19963,56558,56568,10,W
19971,56569,56570,1,E
19967,56562,56570,8,W
19970,56566,56572,6,W
19975,56574,56574,0,E
19972,56570,56574,4,W
19976,56574,56576,2,W
19977,56578,56578,0,W
19978,56579,56640,61,E
19980,56582,56640,58,W
19982,56584,56642,58,E
19983,56586,56642,56,W
19985,56589,56644,55,E
19986,56590,56644,54,W
19989,56594,56646,52,E
19990,56594,56646,52,W
19992,56599,56648,49,E
19991,56598,56648,50,W
19995,56604,56650,46,E
19994,56602,56650,48,W
19999,56609,56652,43,E
19997,56606,56652,46,W
20001,56614,56654,40,E
20000,56610,56654,44,W
20006,56619,56656,37,E
20002,56614,56656,42,W
20009,56624,56658,34,E
20005,56618,56658,40,W
20013,56629,56660,31,E
20008,56622,56660,38,W
20015,56634,56662,28,E
20010,56626,56662,36,W
20020,56639,56664,25,E
20014,56630,56664,34,W
20023,56644,56666,22,E
20016,56634,56666,32,W
20026,56649,56668,19,E
20019,56638,56668,30,W
20029,56654,56670,16,E
20021,56642,56670,28,W
20033,56659,56672,13,E
20024,56646,56672,26,W
20037,56664,56674,10,E
20028,56650,56674,24,W
20039,56669,56676,7,E
20030,56654,56676,22,W
20043,56674,56678,4,E
20032,56658,56678,20,W
20047,56679,56680,1,E
20035,56662,56680,18,W
20038,56666,56682,16,W
20050,56684,56684,0,E
20040,56670,56684,14,W
20044,56674,56686,12,W
20046,56678,56688,10,W
20053,56689,56690,1,E
20049,56682,56690,8,W
20052,56686,56692,6,W
20057,56694,56694,0,E
20054,56690,56694,4,W
20058,56694,56696,2,W
20059,56698,56698,0,W
20061,56699,56760,61,E
20062,56702,56760,58,W
20064,56704,56762,58,E
20066,56706,56762,56,W
20067,56709,56764,55,E
20068,56710,56764,54,W
20070,56714,56766,52,E
20071,56714,56766,52,W
20074,56719,56768,49,E
20073,56718,56768,50,W
20077,56724,56770,46,E
20076,56722,56770,48,W
20081,56729,56772,43,E
20079,56726,56772,46,W
20084,56734,56774,40,E
20082,56730,56774,44,W
20088,56739,56776,37,E
20085,56734,56776,42,W
20091,56744,56778,34,E
20087,56738,56778,40,W
20095,56749,56780,31,E
20090,56742,56780,38,W
20097,56754,56782,28,E
20092,56746,56782,36,W
20102,56759,56784,25,E
20096,56750,56784,34,W
20105,56764,56786,22,E
20098,56754,56786,32,W
20108,56769,56788,19,E
20100,56758,56788,30,W
20111,56774,56790,16,E
20104,56762,56790,28,W
20115,56779,56792,13,E
20106,56766,56792,26,W
20119,56784,56794,10,E
20110,56770,56794,24,W
20121,56789,56796,7,E
20112,56774,56796,22,W
20125,56794,56798,4,E
20114,56778,56798,20,W
20129,56799,56800,1,E
20117,56782,56800,18,W
20120,56786,56802,16,W
20133,56804,56804,0,E
20123,56790,56804,14,W
20126,56794,56806,12,W
20128,56798,56808,10,W
20135,56809,56810,1,E
20130,56802,56810,8,W
20134,56806,56812,6,W
20139,56814,56814,0,E
20136,56810,56814,4,W
20140,56814,56816,2,W
20142,56818,56818,0,W
20143,56819,56880,61,E
20144,56822,56880,58,W
20145,56824,56882,58,E
20148,56826,56882,56,W
20149,56829,56884,55,E
20150,56830,56884,54,W
20152,56834,56886,52,E
20153,56834,56886,52,W
20157,56839,56888,49,E
20155,56838,56888,50,W
20159,56844,56890,46,E
20158,56842,56890,48,W
20163,56849,56892,43,E
20161,56846,56892,46,W
20166,56854,56894,40,E
20164,56850,56894,44,W
20170,56859,56896,37,E
20167,56854,56896,42,W
20173,56864,56898,34,E
20169,56858,56898,40,W
20177,56869,56900,31,E
20172,56862,56900,38,W
20180,56874,56902,28,E
20174,56866,56902,36,W
20183,56879,56904,25,E
20178,56870,56904,34,W
20187,56884,56906,22,E
20181,56874,56906,32,W
20190,56889,56908,19,E
20182,56878,56908,30,W
20193,56894,56910,16,E
20186,56882,56910,28,W
20197,56899,56912,13,E
20188,56886,56912,26,W
20201,56904,56914,10,E
20191,56890,56914,24,W
20204,56909,56916,7,E
20194,56894,56916,22,W
20207,56914,56918,4,E
20196,56898,56918,20,W
20211,56919,56920,1,E
20200,56902,56920,18,W
20202,56906,56922,16,W
20215,56924,56924,0,E
20205,56910,56924,14,W
20208,56914,56926,12,W
20210,56918,56928,10,W
20217,56929,56930,1,E
20212,56922,56930,8,W
20216,56926,56932,6,W
20220,56934,56934,0,E
20219,56930,56934,4,W
20221,56934,56936,2,W
20224,56938,56938,0,W
20225,56939,57000,61,E
20226,56942,57000,58,W
20228,56944,57002,58,E
20230,56946,57002,56,W
20231,56949,57004,55,E
20232,56950,57004,54,W
20234,56954,57006,52,E
20235,56954,57006,52,W
20239,56959,57008,49,E
20238,56958,57008,50,W
20241,56964,57010,46,E
20240,56962,57010,48,W
20245,56969,57012,43,E
20243,56966,57012,46,W
20248,56974,57014,40,E
20246,56970,57014,44,W
20253,56979,57016,37,E
20249,56974,57016,42,W
20255,56984,57018,34,E
20250,56978,57018,40,W
20258,56989,57020,31,E
20254,56982,57020,38,W
20262,56994,57022,28,E
20257,56986,57022,36,W
20265,56999,57024,25,E
20260,56990,57024,34,W
20269,57004,57026,22,E
20263,56994,57026,32,W
20272,57009,57028,19,E
20264,56998,57028,30,W
20276,57014,57030,16,E
20268,57002,57030,28,W
20279,57019,57032,13,E
20270,57006,57032,26,W
20283,57024,57034,10,E
20273,57010,57034,24,W
20286,57029,57036,7,E
20277,57014,57036,22,W
20289,57034,57038,4,E
20278,57018,57038,20,W
20293,57039,57040,1,E
20281,57022,57040,18,W
20284,57026,57042,16,W
20296,57044,57044,0,E
20287,57030,57044,14,W
20290,57034,57046,12,W
20292,57038,57048,10,W
20300,57049,57050,1,E
20295,57042,57050,8,W
20298,57046,57052,6,W
20302,57054,57054,0,E
20301,57050,57054,4,W
20303,57054,57056,2,W
20306,57058,57058,0,W
20307,57059,57120,61,E
20308,57062,57120,58,W
20310,57064,57122,58,E
20311,57066,57122,56,W
20313,57069,57124,55,E
20315,57070,57124,54,W
20316,57074,57126,52,E
20317,57074,57126,52,W
20321,57079,57128,49,E
20320,57078,57128,50,W
20324,57084,57130,46,E
20322,57082,57130,48,W
20327,57089,57132,43,E
20325,57086,57132,46,W
20330,57094,57134,40,E
20328,57090,57134,44,W
20334,57099,57136,37,E
20331,57094,57136,42,W
20337,57104,57138,34,E
20333,57098,57138,40,W
20340,57109,57140,31,E
20336,57102,57140,38,W
20344,57114,57142,28,E
20339,57106,57142,36,W
20348,57119,57144,25,E
20341,57110,57144,34,W
20351,57124,57146,22,E
20345,57114,57146,32,W
20354,57129,57148,19,E
20346,57118,57148,30,W
20358,57134,57150,16,E
20350,57122,57150,28,W
20361,57139,57152,13,E
20353,57126,57152,26,W
20365,57144,57154,10,E
20355,57130,57154,24,W
20368,57149,57156,7,E
20359,57134,57156,22,W
20371,57154,57158,4,E
20360,57138,57158,20,W
20375,57159,57160,1,E
20363,57142,57160,18,W
20366,57146,57162,16,W
20378,57164,57164,0,E
20369,57150,57164,14,W
20372,57154,57166,12,W
20374,57158,57168,10,W
20382,57169,57170,1,E
20377,57162,57170,8,W
20380,57166,57172,6,W
20384,57174,57174,0,E
20383,57170,57174,4,W
20385,57174,57176,2,W
20388,57178,57178,0,W
20389,57179,57240,61,E
20391,57182,57240,58,W
20392,57184,57242,58,E
20393,57186,57242,56,W
20396,57189,57244,55,E
20397,57190,57244,54,W
20398,57194,57246,52,E
20399,57194,57246,52,W
20403,57199,57248,49,E
20401,57198,57248,50,W
20406,57204,57250,46,E
20404,57202,57250,48,W
20408,57209,57252,43,E
20407,57206,57252,46,W
20412,57214,57254,40,E
20411,57210,57254,44,W
20416,57219,57256,37,E
20413,57214,57256,42,W
20420,57224,57258,34,E
20415,57218,57258,40,W
20422,57229,57260,31,E
20418,57222,57260,38,W
20426,57234,57262,28,E
20421,57226,57262,36,W
20430,57239,57264,25,E
20423,57230,57264,34,W
20433,57244,57266,22,E
20427,57234,57266,32,W
20436,57249,57268,19,E
20429,57238,57268,30,W
20440,57254,57270,16,E
20431,57242,57270,28,W
20444,57259,57272,13,E
20435,57246,57272,26,W
20446,57264,57274,10,E
20437,57250,57274,24,W
20450,57269,57276,7,E
20441,57254,57276,22,W
20453,57274,57278,4,E
20442,57258,57278,20,W
20457,57279,57280,1,E
20445,57262,57280,18,W
20449,57266,57282,16,W
20460,57284,57284,0,E
20451,57270,57284,14,W
20454,57274,57286,12,W
20456,57278,57288,10,W
20464,57289,57290,1,E
20459,57282,57290,8,W
20461,57286,57292,6,W
20467,57294,57294,0,E
20465,57290,57294,4,W
20468,57294,57296,2,W
20470,57298,57298,0,W
20471,57299,57360,61,E
20473,57302,57360,58,W
20474,57304,57362,58,E
20475,57306,57362,56,W
20478,57309,57364,55,E
20479,57310,57364,54,W
20480,57314,57366,52,E
20481,57314,57366,52,W
20484,57319,57368,49,E
20483,57318,57368,50,W
20488,57324,57370,46,E
20487,57322,57370,48,W
20491,57329,57372,43,E
20489,57326,57372,46,W
20494,57334,57374,40,E
20492,57330,57374,44,W
20498,57339,57376,37,E
20495,57334,57376,42,W
20502,57344,57378,34,E
20497,57338,57378,40,W
20504,57349,57380,31,E
20500,57342,57380,38,W
20508,57354,57382,28,E
20503,57346,57382,36,W
20512,57359,57384,25,E
20506,57350,57384,34,W
20516,57364,57386,22,E
20509,57354,57386,32,W
20518,57369,57388,19,E
20511,57358,57388,30,W
20521,57374,57390,16,E
20513,57362,57390,28,W
20526,57379,57392,13,E
20517,57366,57392,26,W
20528,57384,57394,10,E
20519,57370,57394,24,W
20532,57389,57396,7,E
20522,57374,57396,22,W
20535,57394,57398,4,E
20525,57378,57398,20,W
20540,57399,57400,1,E
20527,57382,57400,18,W
20531,57386,57402,16,W
20542,57404,57404,0,E
20533,57390,57404,14,W
20536,57394,57406,12,W
20538,57398,57408,10,W
20546,57409,57410,1,E
20541,57402,57410,8,W
20544,57406,57412,6,W
20549,57414,57414,0,E
20547,57410,57414,4,W
20550,57414,57416,2,W
20551,57418,57418,0,W
20553,57419,57480,61,E
20555,57422,57480,58,W
20556,57424,57482,58,E
20557,57426,57482,56,W
20559,57429,57484,55,E
20561,57430,57484,54,W
20563,57434,57486,52,E
20564,57434,57486,52,W
20566,57439,57488,49,E
20565,57438,57488,50,W
20570,57444,57490,46,E
20569,57442,57490,48,W
20573,57449,57492,43,E
20571,57446,57492,46,W
20576,57454,57494,40,E
20574,57450,57494,44,W
20580,57459,57496,37,E
20577,57454,57496,42,W
20584,57464,57498,34,E
20579,57458,57498,40,W
20587,57469,57500,31,E
20582,57462,57500,38,W
20590,57474,57502,28,E
20585,57466,57502,36,W
20594,57479,57504,25,E
20588,57470,57504,34,W
20597,57484,57506,22,E
20591,57474,57506,32,W
20600,57489,57508,19,E
20593,57478,57508,30,W
20603,57494,57510,16,E
20595,57482,57510,28,W
20608,57499,57512,13,E
20599,57486,57512,26,W
20611,57504,57514,10,E
20602,57490,57514,24,W
20614,57509,57516,7,E
20604,57494,57516,22,W
20617,57514,57518,4,E
20607,57498,57518,20,W
20622,57519,57520,1,E
20609,57502,57520,18,W
20612,57506,57522,16,W
20624,57524,57524,0,E
20615,57510,57524,14,W
20618,57514,57526,12,W
20621,57518,57528,10,W
20628,57529,57530,1,E
20623,57522,57530,8,W
20626,57526,57532,6,W
20631,57534,57534,0,E
20629,57530,57534,4,W
20632,57534,57536,2,W
20633,57538,57538,0,W
20635,57539,57600,61,E
20637,57542,57600,58,W
20638,57544,57602,58,E
20640,57546,57602,56,W
20641,57549,57604,55,E
20642,57550,57604,54,W
20645,57554,57606,52,E
20646,57554,57606,52,W
20648,57559,57608,49,E
20647,57558,57608,50,W
20652,57564,57610,46,E
20651,57562,57610,48,W
20655,57569,57612,43,E
20653,57566,57612,46,W
20659,57574,57614,40,E
20656,57570,57614,44,W
20662,57579,57616,37,E
20660,57574,57616,42,W
20666,57584,57618,34,E
20661,57578,57618,40,W
20669,57589,57620,31,E
20664,57582,57620,38,W
20671,57594,57622,28,E
20667,57586,57622,36,W
20676,57599,57624,25,E
20670,57590,57624,34,W
20679,57604,57626,22,E
20672,57594,57626,32,W
20683,57609,57628,19,E
20675,57598,57628,30,W
20685,57614,57630,16,E
20678,57602,57630,28,W
20690,57619,57632,13,E
20681,57606,57632,26,W
20693,57624,57634,10,E
20684,57610,57634,24,W
20696,57629,57636,7,E
20686,57614,57636,22,W
20699,57634,57638,4,E
20689,57618,57638,20,W
20704,57639,57640,1,E
20691,57622,57640,18,W
20695,57626,57642,16,W
20707,57644,57644,0,E
20698,57630,57644,14,W
20700,57634,57646,12,W
20703,57638,57648,10,W
20710,57649,57650,1,E
20705,57642,57650,8,W
20709,57646,57652,6,W
20713,57654,57654,0,E
20711,57650,57654,4,W
20714,57654,57656,2,W
20717,57658,57658,0,W
20718,57659,57720,61,E
20719,57662,57720,58,W
20720,57664,57722,58,E
20723,57666,57722,56,W
20724,57669,57724,55,E
20725,57670,57724,54,W
20727,57674,57726,52,E
20728,57674,57726,52,W
20732,57679,57728,49,E
20730,57678,57728,50,W
20734,57684,57730,46,E
20733,57682,57730,48,W
20738,57689,57732,43,E
20737,57686,57732,46,W
20741,57694,57734,40,E
20739,57690,57734,44,W
20745,57699,57736,37,E
20742,57694,57736,42,W
20748,57704,57738,34,E
20744,57698,57738,40,W
20752,57709,57740,31,E
20747,57702,57740,38,W
20755,57714,57742,28,E
20750,57706,57742,36,W
20759,57719,57744,25,E
20753,57710,57744,34,W
20762,57724,57746,22,E
20756,57714,57746,32,W
20766,57729,57748,19,E
20758,57718,57748,30,W
20768,57734,57750,16,E
20761,57722,57750,28,W
20773,57739,57752,13,E
20764,57726,57752,26,W
20776,57744,57754,10,E
20767,57730,57754,24,W
20780,57749,57756,7,E
20769,57734,57756,22,W
20782,57754,57758,4,E
20772,57738,57758,20,W
20787,57759,57760,1,E
20775,57742,57760,18,W
20778,57746,57762,16,W
20790,57764,57764,0,E
20781,57750,57764,14,W
20783,57754,57766,12,W
20786,57758,57768,10,W
20793,57769,57770,1,E
20788,57762,57770,8,W
20792,57766,57772,6,W
20796,57774,57774,0,E
20795,57770,57774,4,W
20797,57774,57776,2,W
20800,57778,57778,0,W
20801,57779,57840,61,E
20802,57782,57840,58,W
20804,57784,57842,58,E
20806,57786,57842,56,W
20807,57789,57844,55,E
20808,57790,57844,54,W
20810,57794,57846,52,E
20811,57794,57846,52,W
20815,57799,57848,49,E
20814,57798,57848,50,W
20817,57804,57850,46,E
20816,57802,57850,48,W
20821,57809,57852,43,E
20820,57806,57852,46,W
20824,57814,57854,40,E
20822,57810,57854,44,W
20829,57819,57856,37,E
20825,57814,57856,42,W
20831,57824,57858,34,E
20827,57818,57858,40,W
20835,57829,57860,31,E
20830,57822,57860,38,W
20838,57834,57862,28,E
20834,57826,57862,36,W
20842,57839,57864,25,E
20836,57830,57864,34,W
20845,57844,57866,22,E
20839,57834,57866,32,W
20849,57849,57868,19,E
20841,57838,57868,30,W
20852,57854,57870,16,E
20844,57842,57870,28,W
20856,57859,57872,13,E
20847,57846,57872,26,W
20859,57864,57874,10,E
20850,57850,57874,24,W
20863,57869,57876,7,E
20853,57854,57876,22,W
20865,57874,57878,4,E
20855,57858,57878,20,W
20870,57879,57880,1,E
20858,57862,57880,18,W
20861,57866,57882,16,W
20873,57884,57884,0,E
20864,57870,57884,14,W
20866,57874,57886,12,W
20869,57878,57888,10,W
20877,57889,57890,1,E
20872,57882,57890,8,W
20875,57886,57892,6,W
20879,57894,57894,0,E
20878,57890,57894,4,W
20880,57894,57896,2,W
20883,57898,57898,0,W
20884,57899,57960,61,E
20885,57902,57960,58,W
20887,57904,57962,58,E
20889,57906,57962,56,W
20890,57909,57964,55,E
20892,57910,57964,54,W
20893,57914,57966,52,E
20894,57914,57966,52,W
20898,57919,57968,49,E
20897,57918,57968,50,W
20901,57924,57970,46,E
20899,57922,57970,48,W
20904,57929,57972,43,E
20903,57926,57972,46,W
20907,57934,57974,40,E
20905,57930,57974,44,W
20912,57939,57976,37,E
20908,57934,57976,42,W
20914,57944,57978,34,E
20911,57938,57978,40,W
20918,57949,57980,31,E
20913,57942,57980,38,W
20921,57954,57982,28,E
20917,57946,57982,36,W
20926,57959,57984,25,E
20919,57950,57984,34,W
20928,57964,57986,22,E
20922,57954,57986,32,W
20932,57969,57988,19,E
20924,57958,57988,30,W
20935,57974,57990,16,E
20927,57962,57990,28,W
20939,57979,57992,13,E
20931,57966,57992,26,W
20942,57984,57994,10,E
20933,57970,57994,24,W
20946,57989,57996,7,E
20936,57974,57996,22,W
20949,57994,57998,4,E
20938,57978,57998,20,W
20953,57999,58000,1,E
20941,57982,58000,18,W
20944,57986,58002,16,W
20956,58004,58004,0,E
20947,57990,58004,14,W
20950,57994,58006,12,W
20952,57998,58008,10,W
20960,58009,58010,1,E
20955,58002,58010,8,W
20958,58006,58012,6,W
20962,58014,58014,0,E
20961,58010,58014,4,W
20963,58014,58016,2,W
20966,58018,58018,0,W
20967,58019,58080,61,E
20969,58022,58080,58,W
20970,58024,58082,58,E
20972,58026,58082,56,W
20974,58029,58084,55,E
20975,58030,58084,54,W
20976,58034,58086,52,E
20977,58034,58086,52,W
20981,58039,58088,49,E
20980,58038,58088,50,W
20984,58044,58090,46,E
20982,58042,58090,48,W
20987,58049,58092,43,E
20986,58046,58092,46,W
20990,58054,58094,40,E
20989,58050,58094,44,W
20995,58059,58096,37,E
20991,58054,58096,42,W
20998,58064,58098,34,E
20994,58058,58098,40,W
21001,58069,58100,31,E
20996,58062,58100,38,W
21004,58074,58102,28,E
21000,58066,58102,36,W
21009,58079,58104,25,E
21002,58070,58104,34,W
21011,58084,58106,22,E
21005,58074,58106,32,W
21015,58089,58108,19,E
21008,58078,58108,30,W
21018,58094,58110,16,E
21010,58082,58110,28,W
21023,58099,58112,13,E
21014,58086,58112,26,W
21025,58104,58114,10,E
21016,58090,58114,24,W
21029,58109,58116,7,E
21019,58094,58116,22,W
21032,58114,58118,4,E
21021,58098,58118,20,W
21036,58119,58120,1,E
21024,58102,58120,18,W
21028,58106,58122,16,W
21039,58124,58124,0,E
21030,58110,58124,14,W
21033,58114,58126,12,W
21035,58118,58128,10,W
21043,58129,58130,1,E
21038,58122,58130,8,W
21041,58126,58132,6,W
21046,58134,58134,0,E
21044,58130,58134,4,W
21047,58134,58136,2,W
21049,58138,58138,0,W
21050,58139,58200,61,E
21052,58142,58200,58,W
21053,58144,58202,58,E
21055,58146,58202,56,W
21057,58149,58204,55,E
21058,58150,58204,54,W
21059,58154,58206,52,E
21060,58154,58206,52,W
21064,58159,58208,49,E
21063,58158,58208,50,W
21067,58164,58210,46,E
21066,58162,58210,48,W
21071,58169,58212,43,E
21069,58166,58212,46,W
21073,58174,58214,40,E
21072,58170,58214,44,W
21078,58179,58216,37,E
21074,58174,58216,42,W
21081,58184,58218,34,E
21077,58178,58218,40,W
21084,58189,58220,31,E
21079,58182,58220,38,W
21087,58194,58222,28,E
21083,58186,58222,36,W
21092,58199,58224,25,E
21086,58190,58224,34,W
21095,58204,58226,22,E
21088,58194,58226,32,W
21098,58209,58228,19,E
21091,58198,58228,30,W
21101,58214,58230,16,E
21093,58202,58230,28,W
21106,58219,58232,13,E
21097,58206,58232,26,W
21108,58224,58234,10,E
21099,58210,58234,24,W
21112,58229,58236,7,E
21102,58214,58236,22,W
21115,58234,58238,4,E
21105,58218,58238,20,W
21120,58239,58240,1,E
21107,58222,58240,18,W
21111,58226,58242,16,W
21122,58244,58244,0,E
21113,58230,58244,14,W
21116,58234,58246,12,W
21118,58238,58248,10,W
21126,58249,58250,1,E
21121,58242,58250,8,W
21125,58246,58252,6,W
21129,58254,58254,0,E
21127,58250,58254,4,W
